SANY0071.JPG;0;0;25;18446744073709550951;18446744073709550313;18446744073709551159;18446744073709551273;18446744073709551575;18446744073709550513;18446744073709551461;18446744073709551337;18446744073709551090;18446744073709551410;18446744073709551061;18446744073709551113;18446744073709550169;18446744073709551519;18446744073709550882;18446744073709551160;18446744073709550919;18446744073709551171;18446744073709551035;18446744073709550953;18446744073709550788;18446744073709551100;18446744073709550702;18446744073709551060;18446744073709551275;18446744073709551421;63;18446744073709550715;18446744073709551578;18446744073709551106;18446744073709551182;18446744073709551504;258;18446744073709550692;23;18446744073709551321;1422;1114;61;123;18446744073709551596;18446744073709551050;18446744073709551296;72;463;18446744073709551571;213;18446744073709551189;843;131;18446744073709551270;18446744073709549794;197;18446744073709550057;151;781;18446744073709551046;18446744073709551056;18446744073709550564;18446744073709550214;18446744073709550708;18446744073709551378;18446744073709551378;18446744073709551008;292;18446744073709551276;33;18446744073709551507;316;18446744073709550726;3100;70;18446744073709551298;22;18446744073709551238;18446744073709551584;797;18446744073709551025;2821;2219;694;18446744073709551218;2804;572;1675;18446744073709550741;400;18446744073709547990;1509;18446744073709547467;2643;18446744073709550717;1
SANY0078.JPG;0;0;25;18446744073709551106;18446744073709551188;18446744073709551217;18446744073709551513;18446744073709551483;18446744073709550893;18446744073709551143;18446744073709551041;18446744073709551438;18446744073709550890;365;18446744073709551385;29;18446744073709551167;18446744073709551602;18446744073709551202;18446744073709550646;690;18446744073709551496;18446744073709551380;18446744073709551286;18446744073709551134;18446744073709551499;18446744073709551463;18446744073709551153;18446744073709551103;18446744073709551208;18446744073709551586;18446744073709551145;18446744073709551141;18446744073709551296;18446744073709551402;18446744073709551539;149;18446744073709551386;230;18446744073709551519;18446744073709551523;543;173;657;18446744073709551359;111;569;436;600;18446744073709550705;103;18446744073709551022;406;18446744073709550472;18446744073709551026;18446744073709550484;18446744073709551166;18446744073709550947;18446744073709550605;18446744073709550976;32;18446744073709551498;18446744073709551034;18446744073709551400;18446744073709551504;18446744073709551111;18446744073709551139;18446744073709551131;18446744073709550895;18446744073709550680;68;18446744073709550917;925;18446744073709550939;18446744073709551507;18446744073709551333;1935;18446744073709551448;18446744073709550890;18446744073709550506;2628;18446744073709551583;227;18446744073709551278;2684;18446744073709550469;1101;18446744073709551116;4162;198;5000;4361;6429;4395;6721;1
SANY0073.JPG;0;0;25;18446744073709550427;18446744073709550825;18446744073709551380;70;18446744073709551546;18446744073709551438;18446744073709551551;18446744073709550551;18446744073709550735;18446744073709550761;18446744073709550976;364;18446744073709551351;18446744073709551591;18446744073709551511;18446744073709550441;18446744073709551441;18446744073709550739;30;98;7;139;18446744073709551306;18446744073709550660;18446744073709551414;18446744073709551234;18446744073709550435;35;18446744073709551073;18446744073709551523;18446744073709551340;18446744073709550644;18446744073709550938;18446744073709551338;302;852;637;409;101;18446744073709551017;18446744073709550927;1057;18446744073709551321;739;515;18446744073709550467;227;187;43;479;18446744073709549769;18446744073709549873;18446744073709551535;329;165;18446744073709549715;18446744073709550596;18446744073709549300;18446744073709550231;18446744073709551591;18446744073709551316;18446744073709550414;18446744073709551406;18446744073709549272;18446744073709550832;220;18446744073709551093;18446744073709550519;18446744073709551025;18446744073709550953;910;860;1678;18446744073709549930;799;1321;18446744073709551211;183;1339;405;1918;18446744073709549448;219;1535;18446744073709551312;3794;18446744073709548831;6943;1161;15245;4979;22089;1
SANY0064.JPG;0;0;25;18446744073709551347;18446744073709550963;18446744073709549958;18446744073709551580;18446744073709550821;18446744073709551431;18446744073709551198;18446744073709551258;18446744073709551292;18446744073709551212;18446744073709550719;18446744073709550437;18446744073709550738;18446744073709551110;18446744073709550751;99;18446744073709550723;18446744073709550539;18446744073709551258;18446744073709551106;18446744073709551349;18446744073709550851;18446744073709551101;18446744073709551127;18446744073709551247;18446744073709550595;18446744073709551441;18446744073709551379;18446744073709551560;18446744073709551238;18446744073709551367;18446744073709550845;254;18446744073709551214;18446744073709549911;685;18446744073709551205;457;709;18446744073709551615;337;345;76;382;18446744073709551516;18446744073709551024;251;167;336;702;18446744073709550858;18446744073709550168;18446744073709548554;18446744073709551548;18446744073709550794;18446744073709551372;18446744073709551421;18446744073709550601;18446744073709551340;18446744073709550842;220;248;18446744073709549907;18446744073709551559;431;18446744073709550853;18446744073709551318;18446744073709550730;163;18446744073709550751;18446744073709549305;971;18446744073709551232;18446744073709550558;1539;181;135;18446744073709551237;18446744073709548247;1217;254;870;984;1808;474;18446744073709550968;18446744073709550341;18446744073709549245;1699;2745;5104;8542;1
SANY0054.JPG;0;0;25;18446744073709551602;18446744073709551438;18446744073709551308;18446744073709551570;18446744073709551478;18446744073709551570;18446744073709551248;18446744073709551496;18446744073709551340;18446744073709551604;25;18446744073709551477;53;18446744073709551585;18446744073709551598;74;4;128;18446744073709551612;18446744073709551392;18446744073709551583;27;18446744073709551590;4;18446744073709551405;18446744073709551529;18446744073709550380;18446744073709550936;18446744073709551512;606;18446744073709550859;639;18446744073709551303;18446744073709551025;18446744073709551229;51;18446744073709551045;18446744073709551505;18446744073709551501;531;18446744073709551497;18446744073709551547;18446744073709551515;31;124;186;18446744073709551383;18446744073709551205;18446744073709551260;18446744073709551466;18446744073709550784;18446744073709550490;18446744073709550697;18446744073709551497;18446744073709550665;18446744073709551373;18446744073709551566;436;18446744073709551355;18446744073709551533;18446744073709551564;126;18446744073709551028;18446744073709551378;18446744073709549798;18446744073709551368;18446744073709549996;20;18446744073709550873;18446744073709551185;18446744073709550615;297;689;673;206;426;18446744073709550922;18446744073709551572;18446744073709551109;18446744073709551587;18446744073709551471;139;18446744073709549892;72;18446744073709551615;843;531;1173;1816;2120;969;2603;1
SANY0067.JPG;0;0;25;18446744073709551495;18446744073709551381;18446744073709551093;18446744073709551039;18446744073709551343;18446744073709551405;18446744073709551315;18446744073709550735;18446744073709550850;18446744073709551320;18446744073709550119;18446744073709550637;18446744073709550841;18446744073709550487;18446744073709551015;18446744073709551199;18446744073709550843;183;18446744073709551134;18446744073709550110;18446744073709550794;18446744073709551126;18446744073709551040;18446744073709550930;18446744073709550841;335;18446744073709550372;18446744073709550504;18446744073709551563;18446744073709551257;18446744073709551088;18446744073709550924;841;867;18446744073709551591;39;18446744073709551477;18446744073709551089;18446744073709551050;324;18446744073709550964;464;18446744073709551558;152;474;940;558;18446744073709550096;175;18446744073709551535;50;166;18446744073709550948;18446744073709551180;18446744073709550659;18446744073709550335;18446744073709550894;18446744073709551444;18446744073709550129;18446744073709551419;18446744073709550500;18446744073709551264;18446744073709550401;805;43;18446744073709550705;18446744073709551065;18446744073709550753;639;1043;18446744073709551216;18446744073709551464;459;749;18446744073709551580;1190;18446744073709551567;443;18446744073709550114;18446744073709550838;828;446;855;413;18446744073709549848;398;18446744073709546089;18446744073709549091;18446744073709546476;18446744073709550990;18446744073709548929;1089;1
SANY0060.JPG;0;0;25;18446744073709551214;552;18446744073709551274;18446744073709551098;18446744073709551614;18446744073709551286;18446744073709550822;18446744073709551036;18446744073709550204;18446744073709550646;18446744073709550500;18446744073709550126;18446744073709550725;18446744073709551495;18446744073709550952;18446744073709550984;18446744073709550704;18446744073709551058;18446744073709551057;18446744073709550923;18446744073709551331;18446744073709551217;18446744073709550974;18446744073709550878;18446744073709550798;18446744073709550670;18446744073709551071;18446744073709550679;18446744073709550760;18446744073709550854;18446744073709551175;18446744073709550905;18446744073709551479;461;18446744073709551154;18446744073709551040;18446744073709551389;18446744073709550521;77;799;101;18446744073709551325;18446744073709551542;36;793;137;1212;18446744073709551460;635;51;18446744073709549983;18446744073709551231;18446744073709549268;18446744073709551042;18446744073709549806;18446744073709550646;18446744073709550981;18446744073709551577;18446744073709550781;18446744073709550013;18446744073709550518;18446744073709550450;18446744073709551374;18446744073709550308;18446744073709550985;18446744073709550581;18446744073709551194;18446744073709551166;18446744073709549454;880;18446744073709548769;447;1273;1559;1972;1232;18446744073709545443;429;18446744073709546664;18446744073709549854;3195;821;1976;1294;18446744073709541706;548;18446744073709537223;18446744073709549461;18446744073709542142;806;18446744073709550630;1500;1
SANY0022.JPG;0;0;25;18446744073709551222;18446744073709551278;18446744073709550517;18446744073709550435;18446744073709550936;18446744073709551020;18446744073709551560;18446744073709551580;60;18446744073709551306;18446744073709550519;18446744073709550995;18446744073709550528;18446744073709550966;44;18446744073709551558;18446744073709551351;18446744073709551297;18446744073709550853;18446744073709550601;18446744073709551067;18446744073709551219;18446744073709551561;18446744073709551615;18446744073709551276;18446744073709551270;18446744073709550276;18446744073709550968;18446744073709550803;18446744073709551395;18446744073709551331;18446744073709551439;95;18446744073709551537;319;787;18446744073709551299;2181;18446744073709550966;18446744073709551414;18446744073709551109;18446744073709551357;18446744073709551346;2782;18446744073709551549;18446744073709551049;1511;18446744073709551559;18446744073709551606;1530;18446744073709550765;18446744073709550139;18446744073709550795;18446744073709551603;18446744073709551189;835;18446744073709550555;18446744073709549785;18446744073709550408;18446744073709550304;18446744073709551222;1380;18446744073709550977;18446744073709549997;18446744073709550174;18446744073709550964;18446744073709551041;1045;18446744073709551594;18446744073709549770;442;1316;642;18446744073709548570;1360;2110;823;18446744073709546779;18446744073709550876;6920;411;18446744073709546097;280;5556;180;18446744073709543082;18446744073709548878;18446744073709539034;18446744073709550800;18446744073709544700;1059;7371;1
SANY0080.JPG;0;0;25;18446744073709550101;18446744073709550113;18446744073709550779;18446744073709551553;18446744073709550952;18446744073709550682;18446744073709550839;18446744073709550569;18446744073709550460;18446744073709550466;18446744073709551126;234;18446744073709550909;18446744073709551223;18446744073709551272;18446744073709550850;18446744073709551584;18446744073709549736;18446744073709551427;21;18446744073709550520;18446744073709550438;18446744073709550908;18446744073709551220;18446744073709550556;18446744073709551094;18446744073709550822;18446744073709551132;18446744073709551277;18446744073709550755;18446744073709550960;18446744073709551106;18446744073709550448;18446744073709550858;18446744073709551145;661;188;18446744073709551264;18446744073709551415;409;1121;435;196;18446744073709551456;1876;18446744073709550892;18446744073709551023;18446744073709551103;18446744073709551498;578;18446744073709548879;18446744073709549669;18446744073709550423;18446744073709551197;18446744073709550680;18446744073709550122;18446744073709550458;18446744073709550396;544;18446744073709550148;18446744073709551436;18446744073709551120;18446744073709550464;18446744073709550788;305;18446744073709549871;18446744073709550460;18446744073709551360;18446744073709549994;46;18446744073709551449;18446744073709550649;2822;266;18446744073709550490;18446744073709549988;18446744073709549577;1549;493;18446744073709549713;3416;1188;18446744073709550752;862;18446744073709549967;3807;18446744073709548882;6884;1712;7990;8039;2009;1
SANY0004.JPG;0;0;25;18446744073709551478;18446744073709551260;18446744073709551375;18446744073709551415;50;18446744073709551278;18446744073709551006;18446744073709550146;18446744073709550521;18446744073709550467;394;18446744073709551134;18446744073709550652;18446744073709551370;18446744073709550865;18446744073709550993;18446744073709550827;18446744073709550081;18446744073709551453;18446744073709551389;18446744073709550952;18446744073709551186;18446744073709551072;18446744073709550960;18446744073709551220;18446744073709551310;138;18446744073709551162;18446744073709550671;18446744073709551107;18446744073709550546;18446744073709550628;179;543;18446744073709551450;68;12;18446744073709550798;18446744073709551530;18446744073709551350;765;18446744073709551231;18446744073709551292;18446744073709551602;952;18446744073709551190;18446744073709551035;18446744073709550835;18446744073709551578;18446744073709551488;18446744073709550921;103;18446744073709550618;18446744073709551560;18446744073709550688;18446744073709549418;18446744073709550920;18446744073709550944;18446744073709550692;18446744073709548284;18446744073709550505;18446744073709550353;1163;18446744073709551475;18446744073709551118;18446744073709548662;18446744073709549648;18446744073709550070;18446744073709550073;637;18446744073709549870;18446744073709551376;18446744073709551517;1045;46;18446744073709551226;18446744073709547669;1243;18446744073709548495;18446744073709549425;2221;2101;18446744073709551478;326;18446744073709545005;2743;18446744073709540024;456;18446744073709542212;362;18446744073709542503;18446744073709543157;1
